Media Source,Date,Tweets Ago,Text,Compound,Negative,Neutral,Positive
CNN,Thu Mar 08 21:09:04 +0000 2018,247,"President Trump on NAFTA: “We either make a deal or we terminate. And if we do, there won’t be any tariffs on Canad… https://t.co/uzvHjesQ6E",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:03:55 +0000 2018,248,"President Trump: ""Our factories were left to rot and to rust all over the place. Thriving communities turned into g… https://t.co/qct0zY4gRu",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 20:55:43 +0000 2018,249,President Trump: “The American steel aluminum industry has been ravaged by aggressive foreign trade practices. It’s… https://t.co/E3yq1tU3bP,-0.1531,0.909,0.091,0.0
CNN,Thu Mar 08 20:50:56 +0000 2018,250,"President Trump: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel an… https://t.co/XH22ESdPSU",0.34,0.876,0.0,0.124
CNN,Thu Mar 08 20:38:12 +0000 2018,251,President Trump is about to impose new tariffs on steel and aluminum imports. Follow live updates:… https://t.co/o4VDiUWujN,-0.296,0.879,0.121,0.0
CNN,Thu Mar 08 20:25:13 +0000 2018,252,The Cranberries will be releasing a final album made with Dolores O'Riordan https://t.co/z8rKgNyCmy https://t.co/tPkkmZplLe,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 20:20:38 +0000 2018,253,"Russians released an anti-Clinton video game called ""Hilltendo"" weeks before the 2016 US presidential election. It… https://t.co/tTFHTqxF42",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 20:03:33 +0000 2018,254,Former Trump campaign chairman Paul Manafort has entered a plea of not guilty to charges of bank fraud and tax crim… https://t.co/myDFUQIvIw,-0.1665,0.694,0.146,0.16
CNN,Thu Mar 08 20:01:36 +0000 2018,255,Bernie Sanders is spending a lot of time in Trump country. Here's why. | Analysis by CNN's Gregory Krieg and Sam Pe… https://t.co/GFkPrBfWvm,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 19:53:17 +0000 2018,256,"A salmonella outbreak linked to chicken salad has sickened another 105 people, bringing the total to 170 in seven s… https://t.co/SWH9Q0tsYr",-0.5423,0.844,0.156,0.0
CNN,Thu Mar 08 19:42:07 +0000 2018,257,"In a trade war over steel, US farmers could be collateral damage https://t.co/tChleqd7qi https://t.co/EotEUo9LN1",-0.7964,0.608,0.392,0.0
CNN,Thu Mar 08 19:37:55 +0000 2018,258,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/De3h9kjvKx",0.25,0.9,0.0,0.1
CNN,Thu Mar 08 19:31:33 +0000 2018,259,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/Ae3YEwSVSJ,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:25:00 +0000 2018,260,Wild @goodyear tires grow and breathe https://t.co/eCRV1X6rH8,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:20:00 +0000 2018,261,North Korea and Kim Jong Un: Meet the known key players in the regime https://t.co/3DgW5EDL13,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:17:13 +0000 2018,262,BREAKING: @POTUS signs order that imposes tariffs on steel and aluminum imports from all foreign countries.… https://t.co/FH6PUQCypW,-0.1027,0.92,0.08,0.0
FoxNews,Thu Mar 08 21:17:00 +0000 2018,263,The @Volkswagen Beetle will soon be squashed https://t.co/FSh8BCb7XN,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:12:20 +0000 2018,264,Stocks gain as trade war fears ease. @TeamCavuto https://t.co/3GtCbGLWTZ,-0.2023,0.284,0.381,0.335
FoxNews,Thu Mar 08 21:12:00 +0000 2018,265,.@realDonaldTrump and the Russia investigation: What to know https://t.co/RfuNVtQP0p,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:07:58 +0000 2018,266,.@SebGorka Targets Tech Companies: How About Censoring Jihadis Instead of Conservatives? https://t.co/sh78a4Y5FV,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:00:24 +0000 2018,267,".@POTUS: ""American companies have not been treated fairly, and some American companies frankly have taken advantage… https://t.co/vz0yTorQU9",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:57:38 +0000 2018,268,".@POTUS: ""I have a feeling we're going to make a deal on NAFTA...and if we do, there won't be any tariffs on Canada… https://t.co/ls96n5KbzA",0.128,0.933,0.0,0.067
FoxNews,Thu Mar 08 20:54:57 +0000 2018,269,".@POTUS: ""The workers who poured their souls into building this great nation were betrayed. But that betrayal is no… https://t.co/lismfax3bN",-0.4451,0.573,0.263,0.164
FoxNews,Thu Mar 08 20:52:25 +0000 2018,270,".@POTUS: ""The actions that were taken today were not a matter of choice, they're a matter of necessity for our secu… https://t.co/xGb5ltgDhl",-0.0382,0.893,0.107,0.0
FoxNews,Thu Mar 08 20:50:22 +0000 2018,271,".@POTUS: ""The American steel and aluminum industry has been ravaged by aggressive foreign trade practices. It's rea… https://t.co/pmxIb5H4Gf",-0.1531,0.914,0.086,0.0
FoxNews,Thu Mar 08 20:50:00 +0000 2018,272,President @realDonaldTrump celebrated #InternationalWomensDay by touting positive economic news for the women in Am… https://t.co/jPjs5rJ8Tq,0.765,0.571,0.081,0.348
FoxNews,Thu Mar 08 20:48:53 +0000 2018,273,".@POTUS: ""There's no tax if the product is made in the USA. You don't want to pay tax? Bring your plant to the USA."" https://t.co/VOBu0DA4vE",-0.2792,0.823,0.128,0.049
FoxNews,Thu Mar 08 20:47:27 +0000 2018,274,".@POTUS: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel and alumin… https://t.co/SzIRDYkqjO",0.34,0.876,0.0,0.124
FoxNews,Thu Mar 08 20:45:44 +0000 2018,275,".@POTUS: ""We have to protect and build our steel and aluminum industries, while at the same time showing great flex… https://t.co/JQysN1NTci",0.7717,0.739,0.0,0.261
FoxNews,Thu Mar 08 20:44:06 +0000 2018,276,".@POTUS: ""Steel is steel. If you don't have steel, you don't have a country."" https://t.co/xtX2zZPWx9",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:43:48 +0000 2018,277,".@POTUS: ""A strong steel and aluminum industry are vital to our national security."" https://t.co/PhoK2i3TxD",0.6705,0.686,0.0,0.314
FoxNews,Thu Mar 08 20:42:28 +0000 2018,278,".@POTUS: ""I am honored to be here with our incredible steel and aluminum workers, and you are truly the backbone of… https://t.co/2uaWFN00BO",0.7717,0.749,0.0,0.251
FoxNews,Thu Mar 08 20:39:41 +0000 2018,279,".@SpeakerRyan on GA lawmakers nixing tax break for Delta amid NRA position: ""I do think in this entire debate on bo… https://t.co/khJfLBwuoF",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 20:05:07 +0000 2018,280,"“It’s sort of disheartening at first to realize how much we humans are responsible,"" one MIT researcher said of fal… https://t.co/Is8MHKlM3C",-0.4754,0.866,0.134,0.0
nytimes,Thu Mar 08 20:02:56 +0000 2018,281,"In this commercial, see how The New York Times shines a light on women’s rights around the world… https://t.co/IYXFimC3RY",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 19:55:06 +0000 2018,282,"The sickle cell mutation arose 7,300 years ago in just one person in West Africa, scientists say. Its purpose: a sh… https://t.co/uvwLqD4yiI",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 19:45:06 +0000 2018,283,"Despite ominous rumblings, a trade war is not inevitable. Here's why. https://t.co/VTWS84K9GR",-0.743,0.588,0.412,0.0
nytimes,Thu Mar 08 19:35:03 +0000 2018,284,RT @TomJolly: A unique @nytimes special section coming Sunday devoted to  remarkable women who were overlooked in our obituaries - until no…,0.836,0.613,0.042,0.345
nytimes,Thu Mar 08 19:25:06 +0000 2018,285,"Michael B. Jordan says his company will adopt inclusion riders, the diversity effort championed by Frances McDorman… https://t.co/TWUvNJcIqX",0.4404,0.804,0.0,0.196
nytimes,Thu Mar 08 19:15:11 +0000 2018,286,RT @nytvideo: Today is International Women's Day. These are our best videos about women around the world: https://t.co/qcOdXNPcrh,0.6369,0.802,0.0,0.198
nytimes,Thu Mar 08 19:05:51 +0000 2018,287,"Here’s how @bxchen rated the Galaxy S9’s new features, using a series of AR Emoji https://t.co/UtoqDZpYSt https://t.co/Td3HZnYFsh",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 18:55:07 +0000 2018,288,"Peter Thiel, Silicon Valley’s iconoclast, argues that the anger being turned on Facebook is less about Russia and m… https://t.co/M001mevhc5",-0.743,0.741,0.259,0.0
nytimes,Thu Mar 08 18:45:07 +0000 2018,289,RT @MaggieAstor: The Florida legislature passed its first gun control bill in years. Here's what's in it. https://t.co/NA0srjqxYA,-0.34,0.876,0.124,0.0
nytimes,Thu Mar 08 18:35:08 +0000 2018,290,"Adam Rippon: ""I kind of have a feeling that I’ve used the Olympics to get myself to meet the world"" https://t.co/jycpwaju5R",0.128,0.927,0.0,0.073
nytimes,Thu Mar 08 18:25:03 +0000 2018,291,Cigna struck a big deal for Express Scripts. Here's what it reveals about health care. https://t.co/fm175MQ0TQ,0.296,0.714,0.11,0.176
nytimes,Thu Mar 08 18:15:07 +0000 2018,292,"RT @nytopinion: The next Standing Rock may be in Oregon, where the Klamath Tribes have joined with other Native American tribes to oppose a…",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 18:05:03 +0000 2018,293,"President Trump said he might spare close allies such as Canada, Mexico and Australia from the stiff new tariffs he… https://t.co/J4W0zK6fau",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 17:54:03 +0000 2018,294,RT @ckoettl: 1/8 Here’s how we used satellite images &amp; geographic data to find burned villages in the Democratic Republic of Congo. We comb…,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 17:45:08 +0000 2018,295,President Trump said violent video games and movies may play a role in school shootings — a claim that has been rej… https://t.co/Oic9z5FW93,-0.3612,0.741,0.16,0.099
nytimes,Thu Mar 08 17:35:07 +0000 2018,296,Clocks spring forward this weekend. Florida never wants them to fall back. https://t.co/tWqLL2Qooe,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 17:27:00 +0000 2018,297,"Henrietta Lacks 1920-1951

Cancer cells were taken from her body without permission. They led to a medical revoluti… https://t.co/ahGsObOCRA",-0.6597,0.794,0.206,0.0
nytimes,Thu Mar 08 17:23:00 +0000 2018,298,"Qiu Jin 1875-1907

With her passion for wine and bomb making, Qiu Jin was unlike most women born in late 19th-centu… https://t.co/BkarOc1r1g",-0.0516,0.763,0.122,0.115
nytimes,Thu Mar 08 17:19:00 +0000 2018,299,"Sylvia Plath 1932-1963

“Out of the ash
I rise with my red hair
And I eat men like air.” https://t.co/2BZvaJLlKW",0.3612,0.872,0.0,0.128
BBCNews,Thu Mar 08 10:53:21 +0000 2018,300,"Squint and it looks a bit like a lizard, possibly 🤨

https://t.co/7ae6Lvvh9S",0.3612,0.762,0.0,0.238
BBCNews,Thu Mar 08 10:46:30 +0000 2018,301,RT @bbcweather: Treacherous conditions on the A19 in North Yorkshire today. #Snow warnings are in force for many parts of the country until…,-0.296,0.909,0.091,0.0
BBCNews,Thu Mar 08 10:46:11 +0000 2018,302,"RT @VictoriaLIVE: Russian spy case: 'So far The Kremlin hasn't figured out a way to kill me without getting caught. This is terrifying.'

@…",-0.6908,0.824,0.176,0.0
BBCNews,Thu Mar 08 10:43:20 +0000 2018,303,Nottingham Trent University halls 'we hate blacks' chant investigated https://t.co/KDNHRScu7w,-0.5719,0.709,0.291,0.0
BBCNews,Thu Mar 08 10:20:53 +0000 2018,304,"RT @VictoriaLIVE: 'Only a high-level and malicious government could use a nerve agent.' - @Billbrowder

https://t.co/jSamFYaNDD https://t.c…",0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 10:19:17 +0000 2018,305,When step-free access on London's Tube... isn't 🚇 https://t.co/0wKG7YOG0H,0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 10:08:46 +0000 2018,306,"Travel problems as snow falls across Yorkshire 

https://t.co/6GpKTBlzY5 https://t.co/zUaWx7Y1Je",-0.4019,0.748,0.252,0.0
BBCNews,Thu Mar 08 09:58:26 +0000 2018,307,"RT @BBCHughPym: NHS Eng says 22,800 fewer elective ops/procedures carried out in Jan 18 than Jan 17 - following instruction to hospitals to…",0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 09:58:13 +0000 2018,308,RT @BBCHughPym: 85% patients treated/assessed in A&amp;E units in 4 hrs in Eng in Feb - lowest since modern records began,-0.3818,0.874,0.126,0.0
BBCNews,Thu Mar 08 09:57:58 +0000 2018,309,John Lewis staff bonus cut again as profits fall https://t.co/ICwMinfWJN,0.6486,0.452,0.135,0.413
BBCNews,Thu Mar 08 09:57:58 +0000 2018,310,Empty-nesters 'resent boomerang kids' https://t.co/3ytMEbZmxe,-0.1779,0.702,0.298,0.0
BBCNews,Thu Mar 08 09:51:13 +0000 2018,311,RT @BBCClick: Fashion designer Lina Wassong wants to encourage more women to get into technology. See how here. https://t.co/UFuFz2Kknd,0.5106,0.845,0.0,0.155
BBCNews,Thu Mar 08 09:35:05 +0000 2018,312,"RT @bbcrugbyunion: Owen Farrell will captain England for the first time in Saturday's Six Nations match.

Dylan Hartley has been ruled out…",0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 09:14:52 +0000 2018,313,Snow brings school closures and police travel warning https://t.co/xl9Jr9lxi5,-0.34,0.769,0.231,0.0
BBCNews,Thu Mar 08 08:37:20 +0000 2018,314,"RT @SallyBundockBBC: #BBCBizLive is marking #IWD2018 with great guests and a female entrepreneur who makes ""foldable shoes"". Plus we are as…",0.6249,0.823,0.0,0.177
BBCNews,Thu Mar 08 08:28:30 +0000 2018,315,RT @danroan: ICYMI Pressure builds on Brailsford as head of world cycling tells me he wants UCI investigation into findings of MP's explosi…,-0.296,0.909,0.091,0.0
BBCNews,Thu Mar 08 08:20:57 +0000 2018,316,RT @bbcweather: Snow gradually clearing this morning to leave sunshine and showers for most of the country. Here's the forecast for today a…,0.4588,0.827,0.047,0.126
BBCNews,Thu Mar 08 08:18:46 +0000 2018,317,"RT @BBCr4today: ""All we're going to say at this stage is that it is a nerve agent,"" says Home Secretary Amber Rudd on the Russian spy attac…",0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 08:05:36 +0000 2018,318,"""This was a very serious incident"" - home secretary on attempted murder of ex-Russian spy Sergei Skripal. Amber Rud… https://t.co/NxQjWG7w2U",-0.7425,0.718,0.282,0.0
BBCNews,Thu Mar 08 07:58:54 +0000 2018,319,Isaiah Haastrup parents announce death of 'brave baby boy' https://t.co/R9OXRuQCnn,-0.128,0.523,0.255,0.222
CBSNews,Thu Mar 08 15:15:01 +0000 2018,320,Cigna agrees to buy pharmacy benefits manager Express Scripts for $52 billion: https://t.co/4UQRYcnxSU https://t.co/zvb40wdfvg,0.5267,0.732,0.0,0.268
CBSNews,Thu Mar 08 15:00:01 +0000 2018,321,What does the use of a nerve agent in the attack on a Russian ex-spy tell us about who did it?… https://t.co/T0s9g1G9mw,-0.4767,0.86,0.14,0.0
CBSNews,Thu Mar 08 14:45:33 +0000 2018,322,"The Eiffel Tower lit up on the eve of #InternationalWomensDay for ""Maintenant On Agit,"" which translates to ""Now We… https://t.co/QHCrDI4W40",0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 14:30:01 +0000 2018,323,The president of the Navajo Nation says a proposal to rename a Utah highway after President Trump is insulting:… https://t.co/Vwca02I2FT,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 14:15:01 +0000 2018,324,"The U.S. commitment to Africa ""is quite clear,"" Secretary of State Rex Tillerson says, beginning his five-country A… https://t.co/AuVSJ9uwRi",0.3818,0.874,0.0,0.126
CBSNews,Thu Mar 08 14:00:45 +0000 2018,325,"WATCH: NBA star Dwyane Wade surprises the kids who ""inspire"" him -- the students at Stoneman Douglas High School https://t.co/GAZC4tIVxY",0.2263,0.909,0.0,0.091
CBSNews,Thu Mar 08 13:48:48 +0000 2018,326,The @CBSThisMorning series #AMorePerfectUnion aims to show that what unites us as Americans is far greater than wha… https://t.co/qeas41p6mz,0.3612,0.878,0.0,0.122
CBSNews,Thu Mar 08 13:41:18 +0000 2018,327,A retired military leader and a college professor are offering advice on the challenges of leadership with their ne… https://t.co/DUpPe6xbkX,0.0772,0.929,0.0,0.071
CBSNews,Thu Mar 08 13:40:01 +0000 2018,328,"MoviePass, a popular movie ticket subscription service, admits it's looking at ways to gather private information o… https://t.co/e3bUWQVw31",0.6124,0.75,0.0,0.25
CBSNews,Thu Mar 08 13:37:38 +0000 2018,329,"Malala Yousafzai reveals a new detail about the attack that almost killed her in Pakistan, during an interview with… https://t.co/4V35oFVsvB",-0.8078,0.699,0.301,0.0
CBSNews,Thu Mar 08 13:34:13 +0000 2018,330,Here’s a look at some of this morning’s headlines on @CBSThisMorning: https://t.co/q2j8J5mqxY,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 13:25:43 +0000 2018,331,AHEAD on @CBSThisMorning: The four-star general teaming up with the peace studies major for a new book on leadershi… https://t.co/vaCqkPwDnY,0.5423,0.837,0.0,0.163
CBSNews,Thu Mar 08 13:21:33 +0000 2018,332,CBS News has been behind the scene with the Stoneman Douglas students and parents at the center of the movement for… https://t.co/dtI1pK8ctd,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 13:20:01 +0000 2018,333,"New report from Veterans Affairs watchdog slams department's leadership, blaming ""failed leadership"" and a ""climate… https://t.co/LpUkGSDicF",-0.7579,0.667,0.333,0.0
CBSNews,Thu Mar 08 13:14:07 +0000 2018,334,"With the new tax plan is now in affect, Americans at most income levels will eventually get some relief. CBS News b… https://t.co/aPQQI9aSFd",0.4767,0.876,0.0,0.124
CBSNews,Thu Mar 08 13:11:04 +0000 2018,335,"“When you have tariffs, you raise prices on steel, and all 320 million Americans lose...If you just look at steel,… https://t.co/PFhTIy5Z07",0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 13:06:53 +0000 2018,336,"“Tariffs always hurt us. Ultimately nobody ever wins a trade war. Both sides lose a trade war...We need more trade,… https://t.co/m2XsX5zM2V",-0.743,0.523,0.348,0.129
CBSNews,Thu Mar 08 13:05:42 +0000 2018,337,The White House says it expects Pres. Trump to sign his new tariff plan for imported steel and aluminum by the end… https://t.co/iXTn2XmY2Z,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 13:03:42 +0000 2018,338,"A winter storm warning is still up in northern New England, where more snow is falling after a second nor’easter… https://t.co/BgSwJiM516",-0.5046,0.799,0.201,0.0
CBSNews,Thu Mar 08 13:00:01 +0000 2018,339,New forensic analysis indicates that bones found on a remote South Pacific island in 1940 are very likely belong to… https://t.co/LjZKxGcoV7,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 19:28:27 +0000 2018,340,"Volkswagen says it will stop using coal to power its main factory in Wolfsburg, Germany https://t.co/yxE1eIG6oG https://t.co/w2sugdXQz8",-0.296,0.879,0.121,0.0
CNN,Thu Mar 08 19:20:03 +0000 2018,341,"In his fight with North Korea, Trump may end up with no allies | @NicRobertsonCNN for @CNNopinion… https://t.co/MF5muUcnk0",-0.5859,0.758,0.242,0.0
CNN,Thu Mar 08 19:10:07 +0000 2018,342,Trump wants you to think about video games instead of guns | Analysis by @zbyronwolf @zbyronwolf … https://t.co/5uutuvLV6i,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 19:00:13 +0000 2018,343,9 things you need to believe if you believe the White House on Stormy Daniels | Analysis by @CillizzaCNN… https://t.co/zwvP0mf89V,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 18:50:00 +0000 2018,344,"Sen. Tammy Duckworth will be the first US senator to give birth while in office, and she's fighting to change longs… https://t.co/Uljo219oJ6",-0.3612,0.894,0.106,0.0
CNN,Thu Mar 08 18:43:15 +0000 2018,345,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/pSG5QNVNG6,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 18:39:49 +0000 2018,346,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/afpc123s31",0.25,0.9,0.0,0.1
CNN,Thu Mar 08 18:32:00 +0000 2018,347,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1ZduyT https://t.co/H8MMkU7HOL,0.5719,0.748,0.0,0.252
CNN,Thu Mar 08 18:23:00 +0000 2018,348,"When Laxmi was 15, a man she refused to marry threw acid in her face. But she recovered from her injuries and chang… https://t.co/ExD5GdcO80",-0.296,0.909,0.091,0.0
CNN,Thu Mar 08 18:10:10 +0000 2018,349,A Missouri police officer killed this week in the line of duty met with gunfire only after he was dispatched to the… https://t.co/HYWoNIjHrz,-0.6705,0.824,0.176,0.0
CNN,Thu Mar 08 17:47:25 +0000 2018,350,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/37dwU8ZnGP,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:46:41 +0000 2018,351,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/vFaGKx23rg,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:45:33 +0000 2018,352,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bo53G6XGgJ,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:44:43 +0000 2018,353,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/hlNoEhDOxl,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:43:58 +0000 2018,354,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/p3Ez30VMb7,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:43:11 +0000 2018,355,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/4smfFqlPeG,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:42:02 +0000 2018,356,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/sYFiiE2pot,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:40:53 +0000 2018,357,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/ngx7uBQlVT,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:39:13 +0000 2018,358,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bFHQopTOk0,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:38:04 +0000 2018,359,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/yvva0lx8mC,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:39:04 +0000 2018,360,"RT @FoxBusiness: Trump rolling out big trade tariffs, sparing Mexico, Canada https://t.co/sgslDxwmLg",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:37:58 +0000 2018,361,WATCH LIVE: @POTUS signs an order to impose tariffs on steel and aluminum imports. https://t.co/SCtUVTYNxk,-0.296,0.864,0.136,0.0
FoxNews,Thu Mar 08 20:37:02 +0000 2018,362,RT @FoxBusiness: #BreakingNews: @POTUS to impose tariffs on steel and aluminum but is exempting Mexico and Canada for now. @BlakeBurman wit…,-0.1531,0.926,0.074,0.0
FoxNews,Thu Mar 08 20:33:33 +0000 2018,363,".@DLoesch on @GovMalloyOffice likening @NRA to terrorists: ""Maybe making my kids get all their homework done makes… https://t.co/K1DC5eMqBt",-0.6249,0.806,0.194,0.0
FoxNews,Thu Mar 08 20:31:15 +0000 2018,364,Washington state school district arms teachers: 'It protects the kids' https://t.co/VmxZvLUEiT,0.3182,0.813,0.0,0.187
FoxNews,Thu Mar 08 20:26:24 +0000 2018,365,SOON: @POTUS to sign off on steel and aluminum tariffs. @ShepNewsTeam https://t.co/AGd6Q5AOY6 https://t.co/WAE2wcQHpR,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:19:59 +0000 2018,366,"'Sopranos' prequel movie in the works from creator David Chase, report says https://t.co/xbhmriXtQZ",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:17:11 +0000 2018,367,Former Trump campaign chairman Paul Manafort pleads not guilty to charges @ShepNewsTeam https://t.co/NMt6pxu9DZ https://t.co/g7WArsJfJd,0.4847,0.743,0.0,0.257
FoxNews,Thu Mar 08 20:16:45 +0000 2018,368,"Trump imposing tariffs on all steel, aluminum imports; exempts Mexico and Canada for now - via @brookefoxnews… https://t.co/Z6p20jrdKw",-0.1027,0.92,0.08,0.0
FoxNews,Thu Mar 08 20:16:17 +0000 2018,369,.@ICEgov Director Calls Out 'Political Game' by CA Dems: 'They Don't Want to Know the Facts' https://t.co/ZOf3stHY4H https://t.co/zvssKjsKHO,-0.0572,0.933,0.067,0.0
FoxNews,Thu Mar 08 20:10:51 +0000 2018,370,Jon Favreau to write 'Star-Wars' live-action TV series https://t.co/1UJ8UKVSL7,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:09:47 +0000 2018,371,RT @FoxBusiness: U.S. steel imports: https://t.co/e3QBlQLoTB,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:07:29 +0000 2018,372,New Jersey driver killed after driving around barricade onto live wires https://t.co/uogp6Hkmhi,-0.6705,0.71,0.29,0.0
